acceptability,affectedness,answer,comprehension,hasQuestion,id,live_row,offline,practice,question,response,sentence,subject_nr,type,catalan,latin
0,no,NO,E,1,34,82,no,no,Carmen vio una representación teatral.,"[0.4970879554748535, 0.3173713684082031, 0.1877429485321045, 0.22920656204223633, 0.18996977806091309, 0.5036220550537109, 0.31240344047546387, 0.20867347717285156, 0.714911937713623, 0.503169059753418, 0.45992112159729004]",Carmen odió a la vendedora en el cine durante la película.,10,0,0,1
0,no,0,0,0,40,83,no,no,0,"[0.5262281894683838, 0.36335253715515137, 0.3861982822418213, 0.4562983512878418, 0.34535932540893555, 0.3326456546783447, 0.2803318500518799, 0.5776479244232178, 0.2664792537689209, 0.33759117126464844]",Adrián percibió una mujer detrás de él durante algunos minutos.,10,4,0,1
0,no,NO,E,1,100,84,no,no,El autobus llegó puntual.,"[0.4861757755279541, 0.5577130317687988, 0.36783814430236816, 0.4433727264404297, 0.3084530830383301, 0.38288402557373047, 0.289203405380249, 0.2936689853668213, 0.43785524368286133, 0.35195159912109375, 0.4213449954986572]",El autobús llegó con retraso a la parada equivocada del centro.,10,1,0,1
0,no,0,0,0,101,85,no,no,0,"[0.5603134632110596, 0.3115365505218506, 0.31280016899108887, 0.30745720863342285, 0.34885334968566895, 0.4745769500732422, 0.5114352703094482, 0.291395902633667, 1.0034739971160889]",Marta baila salsa con entusiasmo en las fiesta grandes.,10,2,0,1
0,no,0,0,0,101,86,no,no,0,"[0.5393574237823486, 0.41076016426086426, 0.36266064643859863, 0.32431674003601074, 0.37258434295654297, 0.3760828971862793, 0.35449671745300293, 0.9224691390991211]",Salimos temprano para evitar el tráfico la carretera.,10,2,0,1
0,no,NO,E,1,25,87,no,no,Pedro observó durante unos minutos.,"[0.7067735195159912, 0.49598264694213867, 0.3805687427520752, 0.5864765644073486, 0.3648722171783447, 0.3032863140106201, 0.5708191394805908, 0.9510257244110107, 0.4891171455383301, 0.6447668075561523]",Pedro observó una secretaria en la oficina durante una hora.,10,4,0,1
0,no,0,0,0,101,88,no,no,0,"[0.45606184005737305, 0.3991372585296631, 0.2819061279296875, 0.25067996978759766, 0.24947261810302734, 0.25835108757019043, 0.22753620147705078, 0.3529539108276367, 0.33026957511901855, 0.3084068298339844]",Laura mostró las fotos a sus amigas en la parque.,10,0,0,1
0,no,0,0,0,21,89,no,no,0,"[0.43975210189819336, 0.4287889003753662, 0.7086994647979736, 0.6986696720123291, 0.4018700122833252, 0.23594188690185547, 0.4351794719696045, 0.41748547554016113, 0.3886709213256836, 0.29796791076660156]",Hugo apaleó una rebelde en la calle durante varios minutos.,10,4,0,1
0,no,SI,A,1,27,90,no,no,Felipe es presentador de teatro.,"[0.43488597869873047, 0.4579758644104004, 0.3234546184539795, 0.30028700828552246, 0.6432983875274658, 0.22957372665405273, 0.2716042995452881, 0.3963010311126709, 0.31972479820251465, 0.2282874584197998, 0.5787696838378906]",Felipe anunció a una cantante en el escenario en cinco minutos.,10,1,0,1
0,no,NO,E,1,101,91,no,no,El avión despegó con retraso.,"[0.3529047966003418, 0.338864803314209, 0.20473337173461914, 0.19692063331604004, 0.5109958648681641, 0.273730993270874, 0.24548792839050293, 0.4116837978363037, 0.5512282848358154, 0.20145368576049805]",El avión despegó puntualmente a la siete de la mañana.,10,1,0,1
0,no,SI,A,1,100,92,no,no,La cena se preparó en casa.,"[0.3511040210723877, 0.264007568359375, 0.28940916061401367, 0.3656129837036133, 0.2718057632446289, 0.27966833114624023, 0.2725377082824707, 0.2756633758544922, 0.34305691719055176, 0.2966446876525879, 1.022031545639038]",Mi madre preparó la cena a toda la familia en casa.,10,0,0,1
0,no,0,0,0,101,93,no,no,0,"[0.6241376399993896, 0.33309149742126465, 0.2882118225097656, 0.44190120697021484, 0.517946720123291, 0.26150059700012207, 0.2645707130432129, 0.21848130226135254, 0.583641529083252, 0.4113457202911377]",El perro ladran fuerte cada vez que pasa un coche.,10,2,0,1
0,no,SI,A,1,100,94,no,no,Laura se fue a Inglaterra.,"[0.5358331203460693, 0.33806729316711426, 0.24818921089172363, 0.33115506172180176, 0.48540639877319336, 0.29508280754089355, 0.45669102668762207, 0.385439395904541, 0.42787647247314453, 0.2613685131072998]",Laura se fue de vacaciones a Londres la semana pasada.,10,1,0,1
0,no,SI,A,1,100,95,no,no,El gato está sobre la manta cerca del sofá.,"[0.41730523109436035, 0.43704676628112793, 0.371600866317749, 0.4128232002258301, 0.35582733154296875, 0.367323637008667, 0.35311412811279297, 0.42406487464904785, 0.42470288276672363, 0.7102518081665039]",El gato duerme tranquilo sobre la manta cerca del sofá.,10,2,0,1
0,no,NO,E,1,100,96,no,no,Lucía y su compañero estaban en el salón.,"[0.9363510608673096, 0.402055025100708, 0.28253722190856934, 0.24661707878112793, 0.2475736141204834, 0.23797273635864258, 0.20823049545288086, 0.2829122543334961, 0.1945939064025879, 0.29511141777038574]",Lucía ofreció un café a su compañero en la cocina.,10,0,0,1
0,no,0,0,0,20,97,no,no,0,"[0.7630856037139893, 0.6338965892791748, 0.2500731945037842, 0.5461490154266357, 0.2831130027770996, 0.23780345916748047, 0.296245813369751, 0.2333662509918213, 0.4129295349121094, 0.369823694229126]",Claudia maltrató la compañera en la casa durante varios años.,10,3,0,1
0,no,SI,A,1,22,98,no,no,Hubo un asedio en la región.,"[0.4718179702758789, 0.37225937843322754, 0.820366382598877, 0.29000043869018555, 0.6290972232818604, 0.2854022979736328, 0.2797417640686035, 0.2536659240722656, 0.37473368644714355, 0.3759133815765381, 0.40491747856140137]",Carla asedió a una contrincante en la región durante bastante tiempo.,10,1,0,1
0,no,SI,A,1,8,99,no,no,Helena estaba en el patio.,"[0.6720235347747803, 0.3131551742553711, 0.3948030471801758, 0.2374858856201172, 0.50075364112854, 0.2818002700805664, 0.16845417022705078, 0.5887429714202881, 0.2975027561187744, 0.2631247043609619, 0.4501185417175293]",Helena colgó a la criminal en el patio en cinco minutos.,10,0,0,1
0,no,0,0,0,100,100,no,no,0,"[0.44838738441467285, 0.31882452964782715, 0.3599545955657959, 0.3878040313720703, 0.22764277458190918, 0.6841509342193604, 0.3468666076660156, 0.2812788486480713, 0.22884082794189453, 0.2903478145599365]",El anciano hablaba a solas consigo mismo en el jardín.,10,1,0,1
0,no,0,0,0,100,101,no,no,0,"[0.48170948028564453, 0.3260056972503662, 0.24743223190307617, 0.24896669387817383, 0.30574846267700195, 0.2651958465576172, 0.23294353485107422, 0.27030348777770996, 0.32102084159851074, 0.40450596809387207, 0.4840090274810791]",Mi hermano vendió su coche a un amigo de la universidad.,10,0,0,1
0,no,NO,E,1,46,102,no,no,Alejandro estaba en el centro comercial.,"[0.40941452980041504, 0.4687190055847168, 0.4152262210845947, 0.2193160057067871, 0.37793731689453125, 0.2167520523071289, 0.3556852340698242, 0.3068530559539795, 0.32216310501098633, 0.33611464500427246]",Alejandro identificó la amenaza en el aeropuerto en dos horas.,10,5,0,1
0,no,0,0,0,100,103,no,no,0,"[0.4124748706817627, 0.23182964324951172, 0.9085569381713867, 0.3570570945739746, 0.7580838203430176, 0.43259716033935547, 0.41006040573120117, 0.3818340301513672, 0.39136767387390137, 0.33879590034484863, 0.40743088722229004]",Me encontré inesperadamente a Paula en el tren de las siete.,10,1,0,1
0,no,NO,A,1,101,104,no,no,Luis envió un paquete a su hermano.,"[0.39501333236694336, 0.36555957794189453, 0.39011645317077637, 0.3971438407897949, 0.35933852195739746, 0.3639183044433594, 0.3483445644378662, 0.37845683097839355, 0.676572322845459]",Luis envíe un paquete a su primo en Alemania.,10,0,0,1
0,no,SI,A,1,100,105,no,no,Ana estaba en la biblioteca.,"[0.4222393035888672, 0.4816105365753174, 0.36982154846191406, 0.2330183982849121, 0.3707559108734131, 0.2342815399169922, 0.249098539352417, 0.37626123428344727, 0.30950355529785156, 0.4379749298095703]",Nos encontramos con Ana después de clase en la biblioteca.,10,2,0,1
3,no,0,0,0,100,0,yes,yes,0,0,El ladrón escapó a toda prisa por la puerta trasera.,10,1,0,1
4,no,NO,0,1,100,1,yes,yes,Llegaron a la universidad cuando ya estaba cerrada.,0,Los estudiantes llegaron a la universidad antes de que cerrara.,10,1,0,1
3,no,0,0,0,100,2,yes,yes,0,0,La conferencia empezará con puntualidad a las diez y media.,10,1,0,1
1,no,0,0,0,100,3,yes,yes,0,0,Los niños corrieron a la plaza con sus amigos.,10,1,0,1
0,no,NO,0,1,16,0,yes,no,La guerra duró más de dos años.,0,Valentina venció la resistencia en la guerra en dos años.,10,5,0,1
3,no,SI,0,1,39,1,yes,no,Valeria fue a un concierto.,0,Valeria admiró la escenografía en el teatro durante el concierto.,10,5,0,1
0,no,0,0,0,19,2,yes,no,0,0,Lucas arrastró la carreta en la calle por un tiempo.,10,5,0,1
1,no,NO,0,1,46,3,yes,no,Alejandro estaba en el centro comercial.,0,Alejandro identificó la amenaza en el aeropuerto en dos horas.,10,5,0,1
2,no,0,0,0,29,4,yes,no,0,0,Alfonso miró a la estrella en la colina durante dos horas.,10,2,0,1
0,no,SI,0,1,0,5,yes,no,La acción tuvo lugar en la calle.,0,Juan golpeó una actriz en la calle en diez segundos.,10,4,0,1
1,no,0,0,0,17,6,yes,no,0,0,Luis zarandeó la mujer en la casa durante algunos minutos.,10,3,0,1
0,no,NO,0,1,2,7,yes,no,La acción tuvo lugar en el parque.,0,Simón pateó la jugadora en la cancha en un instante.,10,3,0,1
0,no,0,0,0,43,8,yes,no,0,0,Sofía conoció a una chica en el colegio en dos días.,10,1,0,1
0,no,0,0,0,40,9,yes,no,0,0,Adrián percibió la mujer detrás de él durante algunos minutos.,10,3,0,1
1,no,NO,0,1,25,10,yes,no,Pedro observó durante unos minutos.,0,Pedro observó a la secretaria en la oficina durante una hora.,10,0,0,1
2,no,NO,0,1,12,11,yes,no,El combate duró varias horas.,0,Paula abatió la contrincante en el ring en pocos minutos.,10,3,0,1
2,no,0,0,0,47,12,yes,no,0,0,Marta descartó a una aspirante en la selección en un día.,10,1,0,1
4,no,0,0,0,30,13,yes,no,0,0,Carlos esperó a la furgoneta en la esquina durante una hora.,10,2,0,1
2,no,SI,0,1,27,14,yes,no,Felipe es presentador de teatro.,0,Felipe anunció a una cantante en el escenario en cinco minutos.,10,1,0,1
1,no,0,0,0,49,15,yes,no,0,0,Alba mencionó una actriz en el teatro tras varios minutos.,10,4,0,1
1,no,0,0,0,10,16,yes,no,0,0,Mateo eliminó una rehén en el banco en pocos segundos.,10,4,0,1
2,no,0,0,0,20,17,yes,no,0,0,Claudia maltrató a la compañera en la casa durante varios años.,10,0,0,1
3,no,0,0,0,21,18,yes,no,0,0,Hugo apaleó la muñeca en la calle durante varios minutos.,10,5,0,1
0,no,0,0,0,24,19,yes,no,0,0,Coral guió a la decisión en el palacio en una hora.,10,2,0,1
0,no,0,0,0,13,20,yes,no,0,0,Martina atropelló a la anciana en el aparcamiento en pocos minutos.,10,0,0,1
1,no,SI,0,1,14,21,yes,no,Helena estaba en un campo de fútbol.,0,Helena derribó la barrera en el campo durante el partido.,10,5,0,1
1,no,NO,0,1,1,22,yes,no,Carlos tardó mucho en hacer el asalto.,0,Carlos asaltó a una conductora en el barrio en pocos instantes.,10,1,0,1
2,no,SI,0,1,28,23,yes,no,Anna estaba en la escuela.,0,Anna comprendió a la tarea en la escuela en dos minutos.,10,2,0,1
1,no,NO,0,1,6,24,yes,no,El beso tuvo lugar en un museo.,0,Francisco besó a una novia en la iglesia durante unos segundos.,10,1,0,1
3,no,NO,0,1,18,25,yes,no,María iba en bicicleta.,0,María transportó una mochilera en la furgoneta durante un día.,10,4,0,1
2,no,0,0,0,38,26,yes,no,0,0,Unai amó la jovencita en su pueblo durante varios años.,10,3,0,1
1,no,0,0,0,36,27,yes,no,0,0,Irene oyó la niña en la sala durante una noche.,10,3,0,1
1,no,0,0,0,26,28,yes,no,0,0,Juan escuchó la alarma en el balcón durante una noche.,10,5,0,1
1,no,SI,0,1,15,29,yes,no,Lucia estaba en un bar.,0,Lucía destrozó a la mesa en el bar en diez minutos.,10,2,0,1
1,no,0,0,0,7,30,yes,no,0,0,Tomás empujó una vieja a la puerta en pocos segundos.,10,4,0,1
3,no,0,0,0,42,31,yes,no,0,0,Ismael encontró a la conocida en la carretera en pocas horas.,10,0,0,1
0,no,0,0,0,5,32,yes,no,0,0,Manuel abrazó a la señora en el parque en pocos instantes.,10,0,0,1
4,no,SI,0,1,41,33,yes,no,Emma pasó semanas investigando.,0,Emma investigó a una empresaria en la ciudad durante varias semanas.,10,1,0,1
2,no,SI,0,1,9,34,yes,no,Había fuego en la plaza.,0,Carlos quemó una bruja en la plaza en pocos minutos.,10,4,0,1
3,no,0,0,0,35,35,yes,no,0,0,Carlos vigiló la operación en la habitación durante unas horas.,10,5,0,1
4,no,SI,0,1,37,36,yes,no,Isabel miraba por la ventana.,0,Isabel vió a la tormenta desde su ventana durante una mañana.,10,2,0,1
3,no,0,0,0,45,37,yes,no,0,0,Gabriela localizó la amiga en la ciudad en dos minutos.,10,3,0,1
2,no,SI,0,1,32,38,yes,no,Martin estaba en el hospital.,0,Martín buscó la médica en el hospital durante dos horas.,10,3,0,1
4,no,0,0,0,11,39,yes,no,0,0,Valeria neutralizó una criminal en la frontera en cinco minutos.,10,4,0,1
1,no,0,0,0,23,40,yes,no,0,0,Daniel remolcó a la enferma en la calle durante algunos minutos.,10,0,0,1
4,no,SI,0,1,3,41,yes,no,Lo que Pedro hizo fue un secuestro.,0,Pablo secuestró una turista en el aeropuerto durante una hora.,10,4,0,1
1,no,0,0,0,33,42,yes,no,0,0,Marco imaginó a la fiesta en la playa durante dos minutos.,10,2,0,1
3,no,0,0,0,44,43,yes,no,0,0,Martín detectó a la intrusa en el hospital en dos minutos.,10,0,0,1
2,no,0,0,0,4,44,yes,no,0,0,Jorge arrolló la valla en la calle en un segundo.,10,5,0,1
2,no,SI,0,1,22,45,yes,no,Hubo un asedio en la región.,0,Carla asedió a una contrincante en la región durante bastante tiempo.,10,1,0,1
3,no,SI,0,1,8,46,yes,no,Helena estaba en el patio.,0,Helena colgó a la criminal en el patio en cinco minutos.,10,0,0,1
4,no,0,0,0,48,47,yes,no,0,0,Samuel descubrió a la infiltrada en el museo en pocas horas.,10,0,0,1
1,no,NO,0,1,34,48,yes,no,Carmen vio una representación teatral.,0,Carmen odió a una vendedora en el cine durante la película.,10,1,0,1
1,no,NO,0,1,31,49,yes,no,Miguel tuvo que esperar una semana.,0,Miguel recibió a la caja en la casa en un día.,10,2,0,1
4,yes,NO,0,1,31,0,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Juan le hizo a la actriz fue golpearla.,10,6,0,1
4,yes,NO,0,1,31,1,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Helena hizo a la futbolista fue derribarla.,10,6,0,1
1,yes,NO,0,1,31,2,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Isabel hizo a la estudiante fue verla.,10,6,0,1
2,yes,NO,0,1,31,3,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Emma hizo a la empresaria fue investigarla.,10,6,0,1
1,yes,NO,0,1,31,4,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Alejandro hizo a la agresora fue identificarla.,10,6,0,1
2,yes,NO,0,1,31,5,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Samuel hizo a la infiltrada fue descubrirla.,10,6,0,1
2,yes,NO,0,1,31,6,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Simón le hizo a la jugadora fue patearla.,10,6,0,1
2,yes,NO,0,1,31,7,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Helena hizo a la criminal fue colgarla.,10,6,0,1
4,yes,NO,0,1,31,8,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Claudia hizo a la compañera fue maltratarla.,10,6,0,1
2,yes,NO,0,1,31,9,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Adrián hizo a la mujer fue percibirla.,10,6,0,1
3,yes,NO,0,1,31,10,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Francisco hizo a la novia fue besarla.,10,6,0,1
4,yes,NO,0,1,31,11,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Carlos hizo a la bruja fue quemarla.,10,6,0,1
1,yes,NO,0,1,31,12,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Sofía hizo a la chica fue conocerla.,10,6,0,1
4,yes,NO,0,1,31,13,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Lucía hizo a la oponente fue destrozarla.,10,6,0,1
3,yes,NO,0,1,31,14,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Carlos hizo a la niña fue vigilarla.,10,6,0,1
1,yes,NO,0,1,31,15,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Ismael hizo a la conocida fue encontrarla.,10,6,0,1
1,yes,NO,0,1,31,16,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Carlos hizo a la profesora fue esperarla.,10,6,0,1
1,yes,NO,0,1,31,17,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Anna hizo a la maestra fue comprenderla.,10,6,0,1
4,yes,NO,0,1,31,18,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Carla hizo a la contrincante fue asediarla.,10,6,0,1
3,yes,NO,0,1,31,19,yes,no,Miguel tuvo que esperar una semana.,0,Lo que Jorge hizo a la ciclista fue arrollarla.,10,6,0,1
0,no,0,0,0,100,0,no,yes,0,"[3.1036736965179443, 0.8212039470672607, 0.9141805171966553, 0.638472318649292, 0.6945767402648926, 0.6069531440734863, 0.5017609596252441, 0.5248596668243408, 0.782907247543335]",Los niños corrieron a la plaza con sus amigos.,11,1,0,0
0,no,NO,E,1,100,1,no,yes,Llegaron a la universidad cuando ya estaba cerrada.,"[0.883359432220459, 0.7474453449249268, 0.6394169330596924, 0.4901583194732666, 0.5647492408752441, 0.7955727577209473, 0.3762497901916504, 0.37912797927856445, 0.7624847888946533, 0.48059797286987305]",Los estudiantes llegaron a la universidad antes de que cerrara.,11,1,0,0
0,no,0,0,0,100,2,no,yes,0,"[0.5526299476623535, 0.398787260055542, 0.45191264152526855, 0.42614173889160156, 0.4769318103790283, 1.0027763843536377, 0.34500861167907715, 0.32523655891418457, 1.1684050559997559, 1.1313650608062744]",El ladrón escapó a toda prisa por la puerta trasera.,11,1,0,0
0,no,0,0,0,100,3,no,yes,0,"[0.5597739219665527, 0.987994909286499, 0.5413024425506592, 0.4304695129394531, 0.7648932933807373, 0.300213098526001, 0.5697588920593262, 0.48586249351501465, 0.34370851516723633, 0.550565242767334]",La conferencia empezará con puntualidad a las diez y media.,11,1,0,0
0,no,SI,A,1,100,0,no,no,Ana estaba en la biblioteca.,"[1.1292634010314941, 0.5395328998565674, 0.9008204936981201, 0.41745686531066895, 0.38272571563720703, 0.3281254768371582, 0.6334433555603027, 0.285144567489624, 0.43352699279785156, 0.6041059494018555]",Nos encontramos con Ana después de clase en la biblioteca.,11,2,0,0
0,no,0,0,0,101,1,no,no,0,"[0.43270039558410645, 0.29653453826904297, 0.5437097549438477, 1.1516058444976807, 0.2902350425720215, 0.5709879398345947, 0.4333953857421875, 0.33393430709838867, 0.3041646480560303, 1.4995002746582031]",Mi primo viaja sola por Europa durante el verano próximo.,11,2,0,0
